"model_group","lineage","latitude","longitude","Use","name"
"Cnemidophorus_lemniscatus","Lineage_03","-3.1495833333333","-54.821388888889","1","Cnemi_LSUMZ14221_ND4"
"Cnemidophorus_lemniscatus","Lineage_03","-3.1506666666667","-54.842472222222","1","Cnemi_LSUMZ14321_ND4"
"Cnemidophorus_lemniscatus","Lineage_03","-3.1506666666667","-54.842472222222","1","Cnemi_LSUMZ14324_ND4"
"Cnemidophorus_lemniscatus","Lineage_03","-3.1506666666667","-54.842472222222","1","Cnemi_LSUMZ14325_ND4"
"Cnemidophorus_lemniscatus","Lineage_03","-3.1506666666667","-54.842472222222","1","Cnemi_LSUMZ14345_ND4"
"Cnemidophorus_lemniscatus","Lineage_03","-3.1506666666667","-54.842472222222","1","Cnemi_LSUMZ14380_ND4"
"Cnemidophorus_lemniscatus","Lineage_03","-3.1506666666667","-54.842472222222","1","Cnemi_LSUMZ14415_ND4"
"Cnemidophorus_lemniscatus","Lineage_03","-2.476984","-54.685378","1","Cnemi_MPEG28730_ND4"
"Cnemidophorus_lemniscatus","Lineage_08","-1.781889","-55.987993","1","Cnemi_MPEG29203_ND4"
"Cnemidophorus_lemniscatus","Lineage_07","2.125421","-61.435107","1","Cnemi_MTR20609_ND4"
"Cnemidophorus_lemniscatus","Lineage_07","2.125421","-61.435107","1","Cnemi_MTR20610_ND4"
"Cnemidophorus_lemniscatus","Lineage_07","2.125421","-61.435107","1","Cnemi_MTR20614_ND4"
"Cnemidophorus_lemniscatus","Lineage_07","2.125421","-61.435107","1","Cnemi_MTR20650_ND4"
"Cnemidophorus_lemniscatus","Lineage_08","-1.463359","-56.387582","1","Cnemi_PT230_ND4"
"Cnemidophorus_lemniscatus","Lineage_08","-1.463359","-56.387582","1","Cnemi_PT44_ND4"
"Cnemidophorus_lemniscatus","Lineage_08","-1.463359","-56.387582","1","Cnemi_PT46_ND4"
"Cnemidophorus_lemniscatus","Lineage_04","3.915029","-60.12698","1","Cnemi_USP946509_ND4"
"Cnemidophorus_lemniscatus","Lineage_04","3.915029","-60.12698","1","Cnemi_USP946510_ND4"
"Cnemidophorus_lemniscatus","Lineage_04","3.915029","-60.12698","1","Cnemi_USP946511_ND4"
"Cnemidophorus_lemniscatus","Lineage_07","2.125421","-61.435107","1","Cnemi_USP946644_ND4"
"Kentropyx_calcarata","Lineage_04","-0.51635","-51.20728","1","Kent_1999_16s"
"Kentropyx_calcarata","Lineage_04","-0.51635","-51.20728","1","Kent_2006_16s"
"Kentropyx_calcarata","Lineage_04","-0.51635","-51.20728","1","Kent_2124_16s"
"Kentropyx_calcarata","Lineage_04","-6.296736","-35.04431","1","Kent_2574_16s"
"Kentropyx_calcarata","Lineage_04","-6.296736","-35.04431","1","Kent_2584_16s"
"Kentropyx_calcarata","Lineage_04","-6.296736","-35.04431","1","Kent_2682_16s"
"Kentropyx_calcarata","Lineage_04","-6.253453","-35.06531","1","Kent_2819_16s"
"Kentropyx_calcarata","Lineage_04","-6.196379","-35.22139","1","Kent_3000_16s"
"Kentropyx_calcarata","Lineage_04","-6.296736","-35.04431","1","Kent_3001_16s"
"Kentropyx_calcarata","Lineage_04","-6.253352","-35.05618","1","Kent_3009_16s"
"Kentropyx_calcarata","Lineage_04","-6.253453","-35.06531","1","Kent_3012_16s"
"Kentropyx_calcarata","Lineage_04","-6.253453","-35.06531","1","Kent_3013_16s"
"Kentropyx_calcarata","Lineage_04","-6.296736","-35.04431","1","Kent_3018_16s"
"Kentropyx_calcarata","Lineage_04","-6.253453","-35.06531","1","Kent_3146_16s"
"Kentropyx_calcarata","Lineage_04","-6.253453","-35.06531","1","Kent_3148_16s"
"Kentropyx_calcarata","Lineage_05","1.815873","-61.13463","1","Kent_543_16s"
"Kentropyx_calcarata","Lineage_04","-6.253352","-35.05618","1","Kent_5872_16s"
"Kentropyx_calcarata","Lineage_03","-6.378376","-35.05027","1","Kent_63_16s"
"Kentropyx_calcarata","Lineage_04","-10.016667","-50.05","1","Kent_926211_16s"
"Kentropyx_calcarata","Lineage_04","-6.253352","-35.05618","1","Kent_9439_16s"
"Kentropyx_calcarata","Lineage_03","3.206167","-57.383333","1","Kent_968391_16s"
"Kentropyx_calcarata","Lineage_03","-17.1087","-57.383333","1","Kent_968392_16s"
"Kentropyx_calcarata","Lineage_06","-17.1087","-53.433333","1","Kent_976539_16s"
"Kentropyx_calcarata","Lineage_06","-17.1087","-53.433333","1","Kent_976540_16s"
"Kentropyx_calcarata","Lineage_04","-6.361787","-35.07193","1","Kent_9776_16s"
"Kentropyx_calcarata","Lineage_04","-6.361787","-35.07193","1","Kent_9780_16s"
"Kentropyx_calcarata","Lineage_02","-9.578084","-51.233333","1","Kent_978224_16s"
"Kentropyx_calcarata","Lineage_02","-9.578084","-51.233333","1","Kent_978225_16s"
"Kentropyx_calcarata","Lineage_07","-7.22973","-59.405533","1","Kent_AMS312_16s"
"Kentropyx_calcarata","Lineage_07","-7.22973","-59.405533","1","Kent_AMS355_16s"
"Kentropyx_calcarata","Lineage_04","4.54817","-52.45203","1","Kent_BPN1526_16s"
"Kentropyx_calcarata","Lineage_04","4.54817","-52.45203","1","Kent_BPN1567_16s"
"Kentropyx_calcarata","Lineage_01","5.39667","-59.53352","1","Kent_BPN2519_16s"
"Kentropyx_calcarata","Lineage_01","5.396639","-59.533194","1","Kent_BPN2559_16s"
"Kentropyx_calcarata","Lineage_01","5.396639","-59.533194","1","Kent_BPN2561_16s"
"Kentropyx_calcarata","Lineage_04","2.477","-55.62941","1","Kent_BPN2828_16s"
"Kentropyx_calcarata","Lineage_04","2.477","-55.62941","1","Kent_BPN2831_16s"
"Kentropyx_calcarata","Lineage_04","2.46649","-55.63021","1","Kent_BPN2885_16s"
"Kentropyx_calcarata","Lineage_07","4.413793","-58.921602","1","Kent_BPN3386_16s"
"Kentropyx_calcarata","Lineage_07","4.413793","-58.921602","1","Kent_BPN3616_16s"
"Kentropyx_calcarata","Lineage_01","5.001869","-59.643278","1","Kent_BPN3796_16s"
"Kentropyx_calcarata","Lineage_01","5.001869","-59.643278","1","Kent_BPN3825_16s"
"Kentropyx_calcarata","Lineage_04","-8.833333","-48.345922","1","Kent_CHUNB11296_16s"
"Kentropyx_calcarata","Lineage_04","-9.75","-48.345922","1","Kent_CHUNB12360_16s"
"Kentropyx_calcarata","Lineage_04","-6.8","-50.790564","1","Kent_CHUNB14095_16s"
"Kentropyx_calcarata","Lineage_04","-9.75","-48.345922","1","Kent_CHUNB16958_16s"
"Kentropyx_calcarata","Lineage_03","-10.309439","-64.900006","1","Kent_CHUNB22245_16s"
"Kentropyx_calcarata","Lineage_03","-10.309439","-64.900006","1","Kent_CHUNB22284_16s"
"Kentropyx_calcarata","Lineage_06","-15.188121","-54.9133138","1","Kent_CHUNB39982_16s"
"Kentropyx_calcarata","Lineage_06","-8.833333","-54.9133138","1","Kent_CHUNB39983_16s"
"Kentropyx_calcarata","Lineage_04","-9.36986388","-49.883917","1","Kent_CHUNB44969_16s"
"Kentropyx_calcarata","Lineage_04","-9.36986388","-49.883917","1","Kent_CHUNB44970_16s"
"Kentropyx_calcarata","Lineage_06","-6.2222","-55.917445","1","Kent_CHUNB47026_16s"
"Kentropyx_calcarata","Lineage_06","-6.8","-55.917445","1","Kent_CHUNB47028_16s"
"Kentropyx_calcarata","Lineage_04","-12.77","-47.26163","1","Kent_CHUNB51969_16s"
"Kentropyx_calcarata","Lineage_04","-12.77","-47.26163","1","Kent_CHUNB51970_16s"
"Kentropyx_calcarata","Lineage_04","-6.84003448676239","-35.1356979094978","1","Kent_CHUNB56722_16s"
"Kentropyx_calcarata","Lineage_04","-6.84003448676239","-35.1356979094978","1","Kent_CHUNB56723_16s"
"Kentropyx_calcarata","Lineage_06","-10.309439","-57.7528","1","Kent_CHUNB56838_16s"
"Kentropyx_calcarata","Lineage_02","-14.8","-51.82","1","Kent_CHUNB68375_16s"
"Kentropyx_calcarata","Lineage_02","-15.116667","-51.82","1","Kent_CHUNB68376_16s"
"Kentropyx_calcarata","Lineage_04","-17.1087","-49.180397","1","Kent_CHUNB73746_16s"
"Kentropyx_calcarata","Lineage_04","-17.1087","-49.180397","1","Kent_CHUNB73747_16s"
"Kentropyx_calcarata","Lineage_03","-6.465278","-60.277528","1","Kent_CHUNB9819_16s"
"Kentropyx_calcarata","Lineage_03","-6.3258333","-60.277528","1","Kent_CHUNB9838_16s"
"Kentropyx_calcarata","Lineage_07","-2.442202","-58.20637","1","Kent_CTGA048_16s"
"Kentropyx_calcarata","Lineage_04","-9.538739","-47.26163","1","Kent_ESTR00359_16s"
"Kentropyx_calcarata","Lineage_04","-9.633333","-48.317778","1","Kent_ESTR01290_16s"
"Kentropyx_calcarata","Lineage_04","-6.56055555555556","-47.46","1","Kent_ESTR01956_16s"
"Kentropyx_calcarata","Lineage_03","-10.016667","-64.95","1","Kent_HJ592_16s"
"Kentropyx_calcarata","Lineage_07","-2.163792","-65.21484","1","Kent_INPAHT4407_16s"
"Kentropyx_calcarata","Lineage_05","-2.163792","-65.21484","1","Kent_INPAHT4409_16s"
"Kentropyx_calcarata","Lineage_05","-1.7775","-60.3636111111111","1","Kent_INPAHT8060_16s"
"Kentropyx_calcarata","Lineage_05","-1.82444444444444","-60.3661111111111","1","Kent_INPAHT8062_16s"
"Kentropyx_calcarata","Lineage_05","-1.75375","-60.2888055555556","1","Kent_INPAHT8335_16s"
"Kentropyx_calcarata","Lineage_05","-1.77594444444444","-60.3586388888889","1","Kent_INPAHT8341_16s"
"Kentropyx_calcarata","Lineage_03","-8.50310111111111","-61.6622352777778","1","Kent_INPAHT8803_16s"
"Kentropyx_calcarata","Lineage_03","-8.50271611111111","-61.6621475","1","Kent_INPAHT8804_16s"
"Kentropyx_calcarata","Lineage_03","-8.50392277777778","-61.6622213888889","1","Kent_INPAHT8829_16s"
"Kentropyx_calcarata","Lineage_04","-6.589167","-48.35","1","Kent_LAJ278_16s"
"Kentropyx_calcarata","Lineage_04","-10.3","-48.35","1","Kent_LAJ478_16s"
"Kentropyx_calcarata","Lineage_03","3.206167","-59.549167","1","Kent_LG1175_16s"
"Kentropyx_calcarata","Lineage_03","2.035456","-58.966667","1","Kent_LG2114_16s"
"Kentropyx_calcarata","Lineage_03","-9.6","-60.3463889","1","Kent_MTR10229_16s"
"Kentropyx_calcarata","Lineage_03","-9.6","-60.3463889","1","Kent_MTR10242_16s"
"Kentropyx_calcarata","Lineage_03","-1.916757","-58.95898","1","Kent_MTR12870_16s"
"Kentropyx_calcarata","Lineage_03","-2.980756","-58.95898","1","Kent_MTR12906_16s"
"Kentropyx_calcarata","Lineage_03","-1.916757","-58.95898","1","Kent_MTR12919_16s"
"Kentropyx_calcarata","Lineage_03","-4.596944","-58.22055","1","Kent_MTR13148_16s"
"Kentropyx_calcarata","Lineage_03","-4.481279","-57.46547","1","Kent_MTR13243_16s"
"Kentropyx_calcarata","Lineage_04","-7.329778","-45.25903","1","Kent_MTR5739_16s"
"Kentropyx_calcarata","Lineage_04","-7.22973","-48.516667","1","Kent_MTR7478_16s"
"Kentropyx_calcarata","Lineage_04","-7.771389","-48.516667","1","Kent_MTR7577_16s"
"Kentropyx_calcarata","Lineage_04","-9.566667","-47.766667","1","Kent_MTR7695_16s"
"Kentropyx_calcarata","Lineage_04","-9.566667","-47.766667","1","Kent_MTR7699_16s"
"Kentropyx_calcarata","Lineage_02","-7.216667","-50.077222","1","Kent_PA110_16s"
"Kentropyx_calcarata","Lineage_07","4.731944","-58.728611","1","Kent_PK3686_16s"
"Kentropyx_calcarata","Lineage_07","4.412778","-58.783333","1","Kent_PK3809_16s"
"Kentropyx_calcarata","Lineage_07","4.732778","-58.712778","1","Kent_PK3843_16s"
"Kentropyx_calcarata","Lineage_01","4.746944","-59.026111","1","Kent_PK3920_16s"
"Kentropyx_calcarata","Lineage_03","-7.216667","-58.966667","1","Kent_RGL1217_16s"
"Kentropyx_calcarata","Lineage_01","5.27505","-59.51607","1","Kent_TJC1125_16s"
"Kentropyx_calcarata","Lineage_01","5.27505","-59.51607","1","Kent_TJC1127_16s"
"Plica_plica","Lineage_04","-2.93227777777778","-59.9735277777778","1","Plic_INPAHT6862_16s"
"Plica_plica","Lineage_01","-1.6","-61.9","1","Plic_INPAHT7565_16s"
"Plica_plica","Lineage_01","-1.6","-61.9","1","Plic_INPAHT7665_16s"
"Plica_plica","Lineage_01","-1.70711111111111","-61.7858333333333","1","Plic_INPAHT7705_16s"
"Plica_plica","Lineage_01","-1.70711111111111","-61.7858333333333","1","Plic_INPAHT7706_16s"
"Plica_plica","Lineage_01","-2.43491666666667","-61.4155277777778","1","Plic_INPAHT8281_16s"
"Plica_plica","Lineage_04","-1.002862","-58.772983","1","Plica_KU759140_16s"
"Plica_plica","Lineage_04","-0.6504","-52.517632","1","Plica_KU759141_16s"
"Plica_plica","Lineage_04","-0.6504","-52.517632","1","Plica_KU759142_16s"
"Plica_plica","Lineage_01","0.153807","-66.082478","1","Plica_KU759143_16s"
"Plica_plica","Lineage_01","0.153807","-66.082478","1","Plica_KU759144_16s"
"Plica_plica","Lineage_01","0.153807","-66.082478","1","Plica_KU759145_16s"
"Plica_plica","Lineage_01","0.153807","-66.082478","1","Plica_KU759146_16s"
"Plica_plica","Lineage_01","0.153807","-66.082478","1","Plica_KU759147_16s"
"Plica_plica","Lineage_01","-3.11905","-60.07867","1","Plica_KU759148_16s"
"Plica_plica","Lineage_01","2.586571","-62.47426","1","Plica_KU759149_16s"
"Plica_plica","Lineage_01","1.432902","-61.640558","1","Plica_KU759150_16s"
"Plica_plica","Lineage_02","-3.10966","-55.114064","1","Plica_KU759151_16s"
"Plica_plica","Lineage_02","-2.918844","-55.242572","1","Plica_KU759152_16s"
"Plica_plica","Lineage_02","-3.10966","-55.114064","1","Plica_KU759153_16s"
"Plica_plica","Lineage_02","-2.918844","-55.242572","1","Plica_KU759154_16s"
"Plica_plica","Lineage_02","-3.693465","-59.017537","1","Plica_KU759155_16s"
"Plica_plica","Lineage_02","-5.094285","-62.962962","1","Plica_KU759156_16s"
"Plica_plica","Lineage_02","-6.158858","-64.844228","1","Plica_KU759157_16s"
"Plica_plica","Lineage_02","-5.0451","-55.847116","1","Plica_KU759158_16s"
"Plica_plica","Lineage_03","2.586571","-62.47426","1","Plica_KU759159_16s"
"Plica_plica","Lineage_03","2.586571","-62.47426","1","Plica_KU759160_16s"
"Thecadactylus_solimoensis","Lineage_01","0.01329973","-75.96882629","1","Theca_AY604483_Cytb"
"Thecadactylus_solimoensis","Lineage_05","-10.5241950764635","-64.3092431460484","1","Theca_AY604484_Cytb"
"Thecadactylus_solimoensis","Lineage_02","-3.515","-59.903333333333","1","Theca_AY604485_Cytb"
"Thecadactylus_solimoensis","Lineage_04","-3.66750460943085","-74.5913307663093","1","Theca_AY604486_Cytb"
"Thecadactylus_solimoensis","Lineage_03","-8.85157375410401","-72.1385004363417","1","Theca_AY604487_Cytb"
"Thecadactylus_solimoensis","Lineage_03","-10.0225213055203","-73.0066166501495","1","Theca_AY604488_Cytb"
"Thecadactylus_solimoensis","Lineage_04","-3.70662","-66.096744","1","Theca_FPW02414_Cytb"
"Thecadactylus_solimoensis","Lineage_05","-8.550742","-63.7037","1","Theca_H1213_Cytb"
"Thecadactylus_solimoensis","Lineage_01","0.01329973","-75.96882629","1","Theca_H12551_Cytb"
"Thecadactylus_solimoensis","Lineage_01","0.01329973","-75.96882629","1","Theca_H12581_Cytb"
"Thecadactylus_solimoensis","Lineage_01","0.01329973","-75.96882629","1","Theca_H12583_Cytb"
"Thecadactylus_solimoensis","Lineage_01","0.01329973","-75.96882629","1","Theca_H12988_Cytb"
"Thecadactylus_solimoensis","Lineage_05","-9.694911","-65.3566194444","1","Theca_H1385_Cytb"
"Thecadactylus_solimoensis","Lineage_02","-3.515","-59.903333333333","1","Theca_H16450_Cytb"
"Thecadactylus_solimoensis","Lineage_05","-10.321444444444","-64.563305555556","1","Theca_H17792_Cytb"
"Thecadactylus_solimoensis","Lineage_05","-10.321444444444","-64.563305555556","1","Theca_H17793_Cytb"
"Thecadactylus_solimoensis","Lineage_05","-10.321444444444","-64.563305555556","1","Theca_H17795_Cytb"
"Thecadactylus_solimoensis","Lineage_05","-9.439171","-64.79226856","1","Theca_H1881_Cytb"
"Thecadactylus_solimoensis","Lineage_05","-9.44593","-64.82469","1","Theca_H2381_Cytb"
"Thecadactylus_solimoensis","Lineage_05","-9.59754","-64.53674","1","Theca_H2575_Cytb"
"Thecadactylus_solimoensis","Lineage_05","-9.59492","-65.06508","1","Theca_H2693_Cytb"
"Thecadactylus_solimoensis","Lineage_05","-9.44593","-64.82469","1","Theca_H2727_Cytb"
"Thecadactylus_solimoensis","Lineage_05","-9.44593","-64.82469","1","Theca_H2945_Cytb"
"Thecadactylus_solimoensis","Lineage_05","-9.58464","-65.06932","1","Theca_H3118_Cytb"
"Thecadactylus_solimoensis","Lineage_05","-9.60824","-65.37792","1","Theca_H3221_Cytb"
"Thecadactylus_solimoensis","Lineage_05","-9.63412","-65.43992","1","Theca_H4025_Cytb"
"Thecadactylus_solimoensis","Lineage_05","-9.59132","-65.04918","1","Theca_H4244_Cytb"
"Thecadactylus_solimoensis","Lineage_05","-9.694911","-65.3566194444","1","Theca_HJ0492_Cytb"
"Thecadactylus_solimoensis","Lineage_05","-8.550742","-63.7037","1","Theca_HJ0601_Cytb"
"Thecadactylus_solimoensis","Lineage_05","-4.975677","-62.960583","1","Theca_HT4733_Cytb"
"Thecadactylus_solimoensis","Lineage_05","-4.975677","-62.960583","1","Theca_HT4809_Cytb"
"Thecadactylus_solimoensis","Lineage_06","-1.846139","-69.029528","1","Theca_HT9230_Cytb"
"Thecadactylus_solimoensis","Lineage_06","-1.846139","-69.029528","1","Theca_HT9234_Cytb"
"Thecadactylus_solimoensis","Lineage_06","-1.846139","-69.029528","1","Theca_HT9293_Cytb"
"Thecadactylus_solimoensis","Lineage_06","-1.846139","-69.029528","1","Theca_HT9312_Cytb"
"Thecadactylus_solimoensis","Lineage_07","-4.3441667","-58.625278","1","Theca_MTR12986_Cytb"
"Thecadactylus_solimoensis","Lineage_05","-10.7863","-63.6273","1","Theca_MTR25552_Cytb"
"Thecadactylus_solimoensis","Lineage_05","-10.52749","-63.97336","1","Theca_MTR25977_Cytb"
"Thecadactylus_solimoensis","Lineage_03","-10.07571","-67.61478","1","Theca_MTR28586_Cytb"
"Thecadactylus_solimoensis","Lineage_05","-7.59513","-62.89944","1","Theca_MTR28679_Cytb"
"Thecadactylus_solimoensis","Lineage_04","-3.21026","-64.8053","1","Theca_MTR35700_Cytb"
"Thecadactylus_solimoensis","Lineage_04","-2.90491","-68.33983","1","Theca_MTR36123_Cytb"
"Thecadactylus_solimoensis","Lineage_04","-3.03208","-68.87707","1","Theca_MTR36725_Cytb"
"Thecadactylus_solimoensis","Lineage_05","-15.2905722","-58.7087305556","1","Theca_RGL1004_Cytb"
"Thecadactylus_solimoensis","Lineage_05","-15.2905722","-58.7087305556","1","Theca_RGL1665_Cytb"
